word,__sum_candidate
revisaremos,1
revisse,1
revistas,2
revisto,1
revisão,2
revogaço,1
revogação,1
revolucionar,1
revolução,3
rezende,1
ribeirão,1
ricardo,2
ricos,1
rincões,3
rio,11
rio-santos,1
rio/rj,1
risada,1
risco,3
rito,1
rj,3
ro,1
roberto,2
rocio,1
rodada,1
rodovia,5
rodovias,7
rodoviária,1
rodoviárias,1
rodoviários,1
rodrigo,2
rombos,1
rompida,1
rondonópolis,2
rondônia,3
roraima,2
rorâima,1
rossato,1
rosário,1
rota,1
roteirista,1
rotina,1
rotineiras,1
rouanet,3
roubar,1
rr,1
rs,2
rsm/holanda,1
ruas,4
ruim,1
rumo,6
rumos,3
rurais,2
rural,1
rutte,1
rádio,2
rápida,2
rápido,4
réu,1
rêgo,3
rígida,1
rígidos,1
sabe,1
sabedoria,3
sabem,1
sabemos,7
saber,2
sacrifício,1
sacrifícios,1
safra,1
sagrada,1
sagrado,1
saia,1
saiba,9
saindo,1
sair,2
saiu,1
salas,1
saldo,5
salles,1
salobras/salinas,1
salomão,1
saludos,1
salvaguardas,3
salvamento,1
salve,1
salvini,2
salário,3
salários,2
sanar,1
sancionamos,2
sangue,1
sanitária,1
santa,4
santiago,3
santiago/chile,1
santo,2
santos,6
satisfacción,1
satisfação,8
satisfeitos,1
satélite,1
satélites,1
saudável,3
saída,1
saímos,1
saúde,22
sbt,2
schools,1
schwab,1
sec,1
seca,1
secom,1
secretaria,8
secretaria-geral,1
secretario,1
secretário,10
sede,1
segmento,1
segue,11
seguem,3
seguidas,1
seguimos,16
seguindo,2
seguintes,1
seguir,2
seguirei,1
seguiremos,1
segunda,4
segunda-feira,1
segundo,5
segurança,28
segurança.para,1
seguro,3
seguro-defeso,3
seguros,1
seio,1
seletiva,1
selva,4
semana,26
semanal,3
semanas,3
sementinha,1
semestre,1
seminaristas,1
semiárido,1
sempre,39
sen,1
senado,6
senador,2
senadores,1
senator,1
sendo,31
senhor,7
senhora,2
senhores,3
senna,1
sensacionalismo,1
sensação,2
sensibilidade,2
senso,2
sensíveis,2
sente,1
sentem,1
sentido,3
sentidos,2
sentimento,4
sentimentos,2
sentir,2
sequer,1
ser,26
serem,4
sergio,1
sergipe,1
serra,3
serve,1
servem,2
servidor,1
servidores,3
servir,2
serviço,7
serviços,16
setor,13
setores,6
severas,1
sexta,2
sexta-feita,1
señor,1
shall,2
shalom,3
shelley,1
shopping,1
si,3
sido,3
siga,1
sigam,1
sigilo,1
significa,2
significam,2
significando,1
significativa,1
significativo,1
sigo,2
silva,1
silvio,4
simples,7
simplicidade,1
simplificando,1
simplificar,2
simplificação,1
sin,1
sinal,2
sincera,1
sincero,1
sinceros,1
sindicais,1
sindical,1
sindicância,1
sinop,2
sinta,1
sinto,1
sistema,7
site,1
situação,8
situações,1
snapgram,1
sob,4
soberana,1
soberania,4
soberanias,1
sobre,63
sobrem,1
sobretudo,1
sobrou,1
sociais,6
social,11
socialismo,4
socialista,4
socializado,1
socialmente,1
sociedade,13
sociologia,1
socorro,1
sofre,1
sofrem,3
sofreram,1
sofri,1
sofrida,1
sofrido,1
sofro,1
solar,1
solares,1
soldado,2
soldados,1
solenidade,1
solidariedade,6
solidariza,1
solidarizo,2
solidários,1
soltos,1
solucionar,1
solução,3
soluções,1
soma,1
somando,2
somar,2
sombras,1
sombria,1
sombrio,1
somente,11
somou-se,1
sonda,1
sorte,1
sousa,1
sozinho,1
sozinhos,1
sp,13
sportv,1
spots,1
sr,2
sra,1
sri,1
startups,5
states,2
stf,8
strategies,1
su,1
subchefe,1
subitamente,1
subiu,1
subjetividade,1
subproduto,1
substituto,1
succeed,1
sucesso,6
sudeste,3
suficiente,1
sufoco,1
sugestões,1
sul,10
sul-americanas,1
sul-curitiba,1
supera,2
superando,1
superaremos,1
superfaturamento,1
superior,3
superou,1
supervisão,1
superávit,1
suportam,1
suporte,2
suportes,1
support,1
supreme,1
suprir,1
surge,1
suriname,1
surpresa,1
sus,1
suspeitos,3
suspendeu,4
sustentabilidade,2
sustentação,1
sustentável,2
suzano,1
suíca,1
suína,1
suínos,1
suíça,3
sábado,3
sérgio,4
série,2
sérios,1
símbolo,1
símbolos,1
sólida,1
sólidas,1
sólidos,1
t.co/0inrwylnwv,1
t.co/3ygxfuqoki,1
tabu,1
tackle,1
tal,5
talento,2
talentoso,1
tamanho,1
tange,1
tantas,3
tanto,5
tantos,2
tarcísio,3
tarde,9
taxa,3
tcheca,1
teatro,1
techd,1
tecnologia,18
tecnologias,3
tecnológica,1
tecnológicas,5
telecomunicações,1
telefone,1
telespectadores,1
tema,5
temas,6
tempo,13
temporada,4
temporariamente,1
temporário,1
tempos,1
ten,1
tende,1
tendo,1
tendência,1
tenente-brigadeiro,2
tenente-coronel,1
tentam,2
tentando,2
tentar,4
tentaram,1
tentaremos,1
tentativa,7
tentavam,1
tentou,2
ter,7
terapia,1
terceira,2
terceiro,1
terceiros,1
terminais,6
terminal,2
termo,1
terra,3
território,3
territórios,1
terror,2
terrorismo,5
terrorista,5
terroristas,1
terrível,2
terça,1
terça-feira,3
testes,1
texas,3
texto,2
thank,4
that,1
the,11
tilápia,2
time,6
tipificados,1
tipificação,2
tipo,3
tipos,1
tirania,1
tirano,1
tirar,3
tire,4
tirou,2
to,10
tocados,1
tocantins,1
tocar,1
toda,5
todas,9
todo,25
todos,119
together,1
tolerância,1
tomadas,4
tomar,2
tomava,1
tomei,1
ton,4
toneladas,10
torce,1
torcem,1
torcendo,1
torcia,1
torna,2
tornando,1
tornar,2
tornarem,1
torne,1
torno,2
tornou,2
torná-la,1
torre,1
torres,1
total,8
totalitário,1
totalizando,2
totalmente,3
trabalha,2
trabalhado,1
trabalhador,4
trabalhadoras,1
trabalhadores,1
trabalhamos,5
trabalhando,9
trabalhar,4
trabalharam,1
trabalhista,1
trabalhistas,1
trabalho,33
trabalhos,6
tradicionais,3
tradição,1
traduz,1
tradução,1
traficantes,1
tragédia,2
tragédias,2
tranquilos,1
transformar,3
transformações,1
transformem,1
transition,1
transição,2
transmissão,3
transmitida,1
transparente,1
transparência,4
transplantados,1
transplantes,1
transporta,1
transportada,1
transportar,1
transporte,6
transportes,2
transposição/ramal,1
traremos,4
trará,1
trarão,2
trata,3
trata-se,1
tratado,1
tratados,2
tratam,1
tratamento,4
tratamos,1
tratando,2
tratar,5
tratarmos,1
tratativas,1
travado,1
travou,1
traz,5
trazer,4
trazê-lo,1
traçado,1
traças,1
trecho,10
trecho.se,1
trechos,2
trens,1
tributação,1
tributária,3
tributários,1
trimestral,1
trimestre,7
tripudia,1
triste,1
troca,2
trocar,2
tropa,1
tropas,1
truly,1
trump,1
tráfego,3
tráfico,2
trânsito,1
três,2
tubarão-baleia,1
tudo,28
turismo,8
turista,1
turistas,1
turmas,2
tv,5
tweets,3
twitter,2
tá,1
tão,13
técnicas,1
técnicos,1
têm,6
tênis,1
título,1
tônica,1
ucrânia,1
ueli,1
uff,1
ultrapassa,1
ultrapassavam,1
umas,1
un,2
una,1
unam,1
unasul,4
unc/estados,1
under,1
unidade,1
unidades,11
unido,2
unidos,16
unificação,2
unimos,1
unir,2
united,3
universidade,2
universidades,3
universitário,1
universo,2
união,9
uns,1
urbana,4
urgente,3
urgentemente,2
urgência,1
urubu,1
uruguai,1
us,5
usada,2
usadas,1
usados,2
usam,1
usando,4
usaram,1
usavam,1
use,1
usem,1
usinas,1
uso,11
ustedes,1
utilidade,1
utilizada,1
utilizando,1
utilização,4
vacinação,1
vaga,1
vagas,6
vagão,1
vagões,2
vai,5
vale,3
valeixo,1
valer,1
valeu,3
validade,1
valiosa,1
valor,10
valores,10
valorizar,3
valorização,1
vamos,41
van,1
vantagem,2
variações,1
vasconcelos,1
vasto,1
vazamentos,1
vazar,1
vazão,1
veementemente,1
veemência,1
veja,4
vejam,1
vejo,1
velez,3
velho,1
velhos,1
velocidade,3
vem,12
vemos,6
vencedora,1
vencerei,1
venceremos,2
venceu,1
vendas,1
venezolanos,1
venezuela,12
venezuela.brazil,1
venezuelan,1
venezuelano,1
venezuelanos,6
vença,1
ver,2
verbas,1
verdade,16
verdadeira,2
verdadeiramente,1
verdadeiro,3
verdadeiros,2
verde,1
verde-mt,1
vereadores,3
vergonhosa,1
verificadas,1
verificando,1
versão,1
verão,1
vestígios,1
veterinária,1
vez,29
vezes,7
veículos,3
vi,2
via,40
viabilizam,1
viabilizar,2
viaduto,1
viadutos,2
viagem,6
viagens,5
viajantes,1
vias,2
vice-premier,1
vice-presidente,2
victor,1
vida,16
vidas,2
videoconferência,1
viemos,3
vigentes,1
vigência,1
viktor,1
vila,3
vilalva,1
villas,1
vimos,1
vindo,1
vinham,1
vinicius,1
violento,3
violência,7
vir,3
virtual,1
virá,3
virão,1
visa,6
visam,3
visando,1
visava,1
visavam,1
visita,8
visitar,2
vista,2
vista-roraima,1
visto,4
vistoriar,1
vistos,2
visão,1
vitais,1
vitimismo,1
vitimizem,1
vitor,1
vitoriosos,1
vitória,10
vitória-es,1
vivam,1
vive,1
vivem,3
vivemos,1
viverem,2
vivia,1
vivo,6
vivos,1
vivência,1
vivêssemos,1
vizinho,1
vizinhos,1
viés,4
voar,1
volei,1
volta,3
voltam,1
voltamos,1
voltando,5
voltar,3
voltarmos,1
volte,2
voltem,1
voltinha,1
volume,3
vontade,1
vontades,1
voos,4
votada,1
votação,2
voto,1
votos,1
voz,3
vá,1
válido,1
várias,2
vários,4
vão,1
véspera,1
vêm,2
vícios,1
vídeo,4
vídeoconferência,1
vínculos,1
vítima,2
vítimas,10
vítoria,1
wagner,1
was,1
washington,1
we,3
weintraub,1
wi-fi,1
will,2
words,2
xadrez,1
xeque,1
xico,1
xingam,1
yasmim,3
york,1
yossi,1
you,4
your,1
youtube,16
zambrano,1
zelândia,1
zerados,1
zeramos,1
zero,3
zimbabué,1
zombar,1
zona,1
zoológico,1
¡dios,1
¡fuerza,1
¡un,1
áfrica,1
ágil,1
água,7
águas,2
árabes,2
árabés,1
árduo,1
área,9
áreas,18
âmbito,1
ídolo,1
ímpar,1
índia,3
índice,1
índices,1
índios,5
ódio,1
óleo,2
órgãos,9
ótima,1
ótimas,1
ótimo,2
ônibus,2
última,5
últimas,5
últimos,14
única,2
único,3
únicos,1
